taxon,true_label,reference_predicted_label,reference_predicted_probability,mean_absolute_probability_change_reference_class,probability_sd_reference_class,probability_interval_width_reference_class,classification_switching_rate,prediction_agreement_rate
hCoV-19/England/CAMC-12DFBAA/2021,B.1.351,B.1.351,0.99333334,0.0074499953,0.0101580685,0.03666669,0.0,1.0
hCoV-19/USA/MA-CDCBI-CRSP_47YL4AYQW3VKYN3Y/2021,B.1.526,B.1.526,0.68333334,0.046683334,0.033573102,0.12674999,0.0,1.0
hCoV-19/England/OXON-F5D74C/2021,B.1.1.7,B.1.1.7,0.99666667,0.0029999972,0.0040414482,0.013333321,0.0,1.0
hCoV-19/England/HSLL-1E5C7C3/2021,AY.4,AY.4,0.62,0.03126666,0.02875133,0.10350001,0.0,1.0
hCoV-19/Aruba/AW-RIVM-35894/2021,B.1.526,B.1.526,1.0,8.333325e-05,0.000618016,0.0,0.0,1.0
hCoV-19/USA/VA-DCLS-4175/2021,P.2,P.2,0.30666667,0.0593,0.03426537,0.13666666,0.005,0.995
hCoV-19/USA/FL-IVY-ZZX9LBPV/2021,B.1.621,B.1.621,0.94,0.013149991,0.015212918,0.056666672,0.0,1.0
hCoV-19/Italy/LAZ-IFO-07163081/2021,AY.4,B.1.617.2,0.78,0.037350025,0.027885674,0.110000014,0.0,1.0
hCoV-19/England/ALDP-1F8AAA4/2021,AY.4,AY.4,0.8233333,0.043416664,0.05292321,0.2101667,0.0,1.0
hCoV-19/Pakistan/NIH-B10-S16/2021,B.1.351,B.1.351,0.32,0.03486666,0.030928932,0.11666666,0.0,1.0
hCoV-19/USA/CA-SEARCH-16244/2021,B.1.429,B.1.429,0.99333334,0.00866666,0.006691616,0.026666641,0.0,1.0
hCoV-19/England/OXON-F6675F/2021,B.1.1.7,B.1.1.7,0.99333334,0.003999996,0.004114874,0.01666665,0.0,1.0
hCoV-19/USA/CA-LACPHL-AF01694/2021,B.1.621,B.1.621,1.0,0.009116658,0.0060413107,0.023333311,0.0,1.0
hCoV-19/England/BRBR-196A994/2021,AY.4,AY.4,1.0,0.0006833327,0.0015740062,0.0066666603,0.0,1.0
hCoV-19/England/MILK-1EDB28F/2021,AY.4,AY.4,0.9433333,0.018833332,0.017002454,0.06333333,0.0,1.0
hCoV-19/Brazil/RJ-LNN03261/2021,P.1,P.1,0.99666667,0.0038833297,0.004690381,0.01666665,0.0,1.0
hCoV-19/USA/NC-CDC-LC0066890/2021,B.1.526,B.1.526,0.72333336,0.06658336,0.041366354,0.16008335,0.0,1.0
hCoV-19/India/GJ-NCDC-NIV-INSACOG-2409170/2021,B.1.617.1,B.1.617.1,0.99666667,0.019833324,0.009072248,0.03341669,0.0,1.0
hCoV-19/USA/WA-UW-21113017867/2021,BA.1,BA.1,0.97,0.018533368,0.01479174,0.053499997,0.0,1.0
hCoV-19/India/MH-NCDC-1109349/2021,B.1.617.1,B.1.617.1,0.9766667,0.0064999987,0.007685414,0.030000031,0.0,1.0
hCoV-19/Denmark/DCGC-172386/2021,AY.4,AY.4,0.6666667,0.03868334,0.04324876,0.16350001,0.0,1.0
hCoV-19/England/MILK-C22E11/2020,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/NORT-290425/2021,B.1.1.7,B.1.1.7,1.0,0.000333333,0.0010540915,0.0033333302,0.0,1.0
hCoV-19/Chile/BI-89651/2021,C.37,C.37,1.0,0.003866663,0.0036123213,0.013333321,0.0,1.0
hCoV-19/Norway/7173/2020,B.1.1.7,B.1.1.7,1.0,3.33333e-05,0.00033166222,0.0,0.0,1.0
hCoV-19/Peru/LIM-INS-1394/2021,C.37,C.37,0.56,0.03853333,0.032565814,0.12666667,0.0,1.0
hCoV-19/USA/TN-CDC-ASC210126752/2021,B.1.617.2,B.1.617.2,0.77666664,0.039633356,0.024180315,0.09333336,0.0,1.0
hCoV-19/Nigeria/NCDC-FCT-10T/2021,B.1.525,B.1.525,0.49333334,0.053733338,0.038642004,0.15024996,0.0,1.0
hCoV-19/Denmark/DCGC-182811/2021,AY.4,AY.4,0.5833333,0.048416663,0.05895991,0.21675,0.03,0.97
hCoV-19/Brazil/SP-1818/2021,P.2,P.2,0.8,0.018183324,0.02113469,0.08000004,0.0,1.0
hCoV-19/Denmark/DCGC-139459/2021,B.1.617.2,B.1.617.2,1.0,0.009599993,0.00824998,0.030083299,0.0,1.0
hCoV-19/Australia/NSW-R0186/2021,B.1.617.1,B.1.617.1,0.76666665,0.033399988,0.027499497,0.110000014,0.0,1.0
hCoV-19/USA/NY-PRL-0510_01C14/2021,B.1.526,B.1.526,0.9633333,0.014316661,0.0140215615,0.05341667,0.0,1.0
hCoV-19/Belgium/AZDelta-12167-2130R/2021,B.1.617.2,B.1.617.2,0.39,0.023766665,0.029460255,0.11674997,0.0,1.0
hCoV-19/England/MILK-18CBEEE/2021,AY.4,AY.4,0.98,0.007849992,0.006293531,0.023333311,0.0,1.0
hCoV-19/USA/IA-CDC-ASC210031742/2021,B.1.429,B.1.429,0.21666667,0.039366666,0.042264458,0.16683334,0.365,0.635
hCoV-19/USA/CA-CZB-19927/2021,B.1.427,B.1.427,0.99333334,0.005883329,0.0074079316,0.023416638,0.0,1.0
hCoV-19/SouthAfrica/CERI-KRISP-K032974/2021,BA.1,BA.1,0.9866667,0.008649999,0.0102853635,0.04008335,0.0,1.0
hCoV-19/England/ALDP-1679661/2021,AY.4,AY.4,1.0,0.0001666665,0.00072648254,0.0033333302,0.0,1.0
hCoV-19/USA/AR-UNM-V00081/2021,B.1.1.7,B.1.1.7,1.0,0.000999999,0.0015986089,0.0033333302,0.0,1.0
hCoV-19/Netherlands/NH-RIVM-11688/2021,B.1.1.7,B.1.1.7,1.0,8.333325e-05,0.00052041595,8.332729e-05,0.0,1.0
hCoV-19/England/MILK-18CAC9A/2021,AY.4,AY.4,0.9866667,0.009666657,0.0034640983,0.00999999,0.0,1.0
hCoV-19/Greece/1344/2021,B.1.1.7,B.1.1.7,1.0,0.00044999958,0.0011390776,0.0033333302,0.0,1.0
hCoV-19/England/MILK-1EDAFE3/2021,AY.4,AY.4,0.81,0.021366663,0.024752464,0.09683335,0.0,1.0
hCoV-19/Colombia/BOY-INS-VG-2884/2021,B.1.621,B.1.621,0.21666667,0.026966665,0.030597294,0.12008333,0.16,0.84
hCoV-19/Spain/CL-COV05934/2021,B.1.351,B.1.351,0.97333336,0.008516675,0.011688928,0.04333335,0.0,1.0
hCoV-19/England/MILK-13B284B/2021,B.1.1.7,B.1.1.7,1.0,0.0002333331,0.0008504892,0.0033333302,0.0,1.0
hCoV-19/England/ALDP-1E8B5FE/2021,AY.4,AY.4,0.8333333,0.020549994,0.02449666,0.11008334,0.0,1.0
hCoV-19/England/NEWC-1E452AE/2021,AY.4,AY.4,1.0,3.33333e-05,0.00033166222,0.0,0.0,1.0
hCoV-19/England/ALDP-114FE61/2021,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/ALDP-1674B76/2021,AY.4,AY.4,0.79333335,0.0352,0.043596175,0.157,0.0,1.0
hCoV-19/Norway/6296/2021,B.1.1.7,B.1.1.7,0.9633333,0.013166697,0.011709408,0.043500006,0.0,1.0
hCoV-19/England/CAMB-AB457B/2021,AY.4,AY.4,0.86333334,0.023866659,0.023983883,0.093583345,0.0,1.0
hCoV-19/Israel/1995918673/2021,B.1.1.7,B.1.1.7,1.0,1.666665e-05,0.00023511205,0.0,0.0,1.0
hCoV-19/England/PLYM-18BEB6F/2021,AY.4,AY.4,0.98333335,0.006366664,0.008151346,0.030000031,0.0,1.0
hCoV-19/Wales/PHWC-4CDB0A/2021,B.1.1.7,B.1.1.7,0.8833333,0.022883344,0.016430257,0.060000002,0.0,1.0
hCoV-19/Germany/HH-HPI-p4702/2021,B.1.1.7,B.1.1.7,0.98333335,0.00906667,0.010508788,0.04000002,0.0,1.0
hCoV-19/England/ALDP-1DACFFA/2021,AY.4,AY.4,0.9633333,0.017816674,0.02270937,0.08683336,0.0,1.0
hCoV-19/England/NORW-22A1CF/2021,B.1.1.7,B.1.1.7,0.94666666,0.016066654,0.014417227,0.06341666,0.0,1.0
hCoV-19/Spain/MD-HGUGM-5662234/2021,B.1.621,B.1.621,0.82,0.03781666,0.04496171,0.16708332,0.0,1.0
hCoV-19/England/ALDP-1EF1942/2021,AY.4,AY.4,0.98333335,0.0074666594,0.006470096,0.026666641,0.0,1.0
hCoV-19/England/PHEC-YYBJUAJ/2021,AY.4,B.1.617.2,0.57,0.044499997,0.050792336,0.1903333,0.0,1.0
hCoV-19/England/MILK-1643E0E/2021,AY.4,AY.4,0.9266667,0.023583336,0.024862465,0.08674997,0.0,1.0
hCoV-19/England/ALDP-201A638/2021,AY.4,AY.4,0.7633333,0.022483334,0.027204163,0.10341668,0.0,1.0
hCoV-19/England/OXON-F6ACB6/2021,B.1.1.7,B.1.1.7,0.98,0.006750002,0.008543603,0.03666669,0.0,1.0
hCoV-19/Belgium/MBLGPF280727/2021,P.1,P.1,1.0,0.0013166654,0.0021317028,0.0066666603,0.0,1.0
hCoV-19/England/NEWC-2024826/2021,AY.4,AY.4,0.6533333,0.037249997,0.045030236,0.16666669,0.0,1.0
hCoV-19/England/MILK-1D012BE/2021,AY.4,AY.4,0.6533333,0.024733342,0.030315306,0.11691666,0.0,1.0
hCoV-19/Wales/PHWC-4CC084/2021,B.1.1.7,B.1.1.7,0.99666667,0.0021333313,0.0026246668,0.00999999,0.0,1.0
hCoV-19/England/QEUH-1BC821F/2021,AY.4,AY.4,0.96,0.012300024,0.010273551,0.03666669,0.0,1.0
hCoV-19/England/QEUH-1C59151/2021,B.1.617.2,B.1.617.2,0.78333336,0.04184997,0.02204333,0.07999998,0.0,1.0
hCoV-19/England/NEWC-1EE3C0E/2021,AY.4,AY.4,0.94666666,0.013966666,0.015838912,0.06333333,0.0,1.0
hCoV-19/England/ALDP-1DAADD4/2021,AY.4,AY.4,0.85333335,0.02434998,0.018412482,0.07341671,0.0,1.0
hCoV-19/USA/CT-CDC-FG-041370/2021,B.1.621,B.1.621,0.94,0.018933322,0.020137275,0.08008331,0.0,1.0
hCoV-19/Canada/AB-ABPHL-08373/2021,A.23.1,A.23.1,0.99666667,0.023883328,0.016312163,0.06341666,0.0,1.0
hCoV-19/USA/TN-CDC-ASC210131778/2021,B.1.617.2,B.1.617.2,0.92333335,0.024550013,0.018231167,0.07333332,0.0,1.0
hCoV-19/USA/MA-CDCBI-CRSP_KRWJBI6GCS4UQG4Q/2021,B.1.617.2,B.1.617.2,0.7966667,0.024049988,0.025841175,0.10016668,0.0,1.0
hCoV-19/Scotland/QEUH-1F89058/2021,AY.4,AY.4,0.99,0.0060666623,0.007411999,0.026749969,0.0,1.0
hCoV-19/USA/KS-KHEL-5404/2021,B.1.617.2,B.1.617.2,0.73,0.02785001,0.03142822,0.123333335,0.0,1.0
hCoV-19/India/MH-NS1854/2021,B.1.617.1,B.1.617.1,0.25,0.04303333,0.04675101,0.16375001,0.35,0.65
hCoV-19/England/HSLL-155267E/2021,B.1.617.1,B.1.617.1,0.9266667,0.015699998,0.018055439,0.07008332,0.0,1.0
hCoV-19/USA/WI-UW-4291/2021,B.1.617.1,B.1.617.1,0.8933333,0.029149985,0.025138056,0.10008335,0.0,1.0
hCoV-19/England/QEUH-18D1BEE/2021,AY.4,AY.4,0.99,0.004633329,0.005364073,0.01999998,0.0,1.0
hCoV-19/USA/MA-CDCBI-CRSP_3F3L4BLUWWM3GLWP/2021,BA.1,BA.1,0.47666666,0.048016664,0.034656532,0.13341665,0.0,1.0
hCoV-19/USA/NV-CDC-FG-131167/2021,B.1.617.2,B.1.617.2,0.51666665,0.027116666,0.033750553,0.12683329,0.0,1.0
hCoV-19/USA/FL-CDC-LC0155754/2021,B.1.621,B.1.621,0.8466667,0.042266674,0.059776027,0.23033327,0.0,1.0
hCoV-19/SouthAfrica/VIDA-KRISP-K012769/2020,B.1.351,B.1.351,0.46333334,0.092433326,0.09808638,0.34008336,0.0,1.0
hCoV-19/USA/WA-CDC-STM-000738607/2021,B.1.617.2,B.1.617.2,0.66,0.02295001,0.028518995,0.11008328,0.0,1.0
hCoV-19/England/HSLL-1AF555D/2021,B.1.617.2,B.1.617.2,0.96,0.010583332,0.012630641,0.04675001,0.0,1.0
hCoV-19/England/ALDP-125EA2E/2021,B.1.1.7,B.1.1.7,0.99333334,0.0035666632,0.0043475367,0.013333321,0.0,1.0
hCoV-19/England/ALDP-1C5C8C2/2021,AY.4,AY.4,0.69666666,0.0404,0.04922126,0.20358336,0.0,1.0
hCoV-19/Chile/LI-117731/2021,P.1,P.1,0.9433333,0.020733325,0.024424005,0.09666669,0.0,1.0
hCoV-19/England/ALDP-125C370/2021,B.1.1.7,B.1.1.7,0.97333336,0.011583329,0.011418787,0.04341668,0.0,1.0
hCoV-19/England/ALDP-2735D77/2021,AY.4.2,AY.4.2,0.75666666,0.07514999,0.033191025,0.12683332,0.0,1.0
hCoV-19/England/210120434/2020,B.1.1.7,B.1.1.7,0.99,0.0052333283,0.0061364975,0.023333311,0.0,1.0
hCoV-19/Netherlands/UT-RIVM-12640/2021,B.1.1.7,B.1.1.7,1.0,0.0012499988,0.0020395378,0.0066666603,0.0,1.0
hCoV-19/England/ALDP-1090EDB/2021,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/France/IDF-IPP02822/2021,B.1.1.7,B.1.1.7,0.93333334,0.019449994,0.01884403,0.07349998,0.0,1.0
hCoV-19/Ireland/LK-NVRL-Q23IRL92122/2021,B.1.617.1,B.1.617.1,1.0,3.33333e-05,0.00033166222,0.0,0.0,1.0
hCoV-19/England/ALDP-167B483/2021,AY.4,AY.4,1.0,0.0028333305,0.0030686557,0.00999999,0.0,1.0
hCoV-19/England/BRBR-1A1F6E1/2021,AY.4,AY.4,0.99666667,0.002433331,0.003232471,0.010083318,0.0,1.0
hCoV-19/Switzerland/ZH-UZH-IMV-3ba507c0/2021,B.1.617.2,B.1.617.2,0.71666664,0.022166677,0.027772008,0.113333285,0.0,1.0
hCoV-19/Italy/LAZ-IFO-07163098/2021,B.1.617.2,B.1.617.2,0.99666667,0.012466656,0.007393686,0.026666641,0.0,1.0
hCoV-19/Denmark/DCGC-179342/2021,AY.4,AY.4,0.8666667,0.019616669,0.022743199,0.09016663,0.0,1.0
hCoV-19/Canada/AB-ABPHL-22116/2021,B.1.621,B.1.621,1.0,0.0010999993,0.003959656,0.013333321,0.0,1.0
hCoV-19/England/ALDP-1DAC0D9/2021,AY.4,AY.4,0.7133333,0.026733356,0.025022747,0.10008335,0.0,1.0
hCoV-19/USA/CA-CDC-LC0035046/2021,P.2,P.2,0.89,0.04059999,0.043847006,0.18675,0.0,1.0
hCoV-19/England/ALDP-166FFCD/2021,AY.4,AY.4,1.0,3.33333e-05,0.0003316622,0.0,0.0,1.0
hCoV-19/Spain/CT-HUVH-E07841/2021,B.1.617.2,B.1.617.2,0.9533333,0.012766658,0.014188252,0.053333342,0.0,1.0
hCoV-19/USA/CA-SEARCH-12440/2021,B.1.427,B.1.427,0.77666664,0.051899977,0.033668913,0.12716663,0.0,1.0
hCoV-19/Denmark/DCGC-147909/2021,B.1.617.2,B.1.617.2,0.9033333,0.014400014,0.018045966,0.07341665,0.0,1.0
hCoV-19/France/IDF-HMN-21052100399/2021,B.1.351,B.1.351,0.85333335,0.020633345,0.024816575,0.09683329,0.0,1.0
hCoV-19/Scotland/QEUH-135CEBA/2021,B.1.1.7,B.1.1.7,1.0,0.0042666625,0.0039038404,0.013333321,0.0,1.0
hCoV-19/England/QEUH-168253B/2021,AY.4,AY.4,0.98,0.0112500135,0.010514224,0.04333335,0.0,1.0
hCoV-19/England/QEUH-196D9BF/2021,AY.4,AY.4,1.0,0.0011833322,0.001969135,0.0066666603,0.0,1.0
hCoV-19/France/OCC-HCL021116033401/2021,P.1,P.1,0.97333336,0.011783354,0.014091291,0.05008334,0.0,1.0
hCoV-19/FrenchGuiana/IPP03639/2021,P.2,P.2,0.9633333,0.010000019,0.012169692,0.043500006,0.0,1.0
hCoV-19/Japan/IC-0851/2021,B.1.1.7,B.1.1.7,1.0,0.0004666662,0.0012489985,0.0033333302,0.0,1.0
hCoV-19/England/PHEC-YYBJSC9/2021,AY.4.2,B.1.617.2,0.47,0.07129999,0.063645124,0.23366666,0.0,1.0
hCoV-19/England/CAMC-106F6EC/2021,B.1.1.7,B.1.1.7,0.99666667,0.0025166643,0.0022749214,0.0066666603,0.0,1.0
hCoV-19/England/MILK-1CFB34C/2021,B.1.617.2,B.1.617.2,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/MILK-1EFB8C3/2021,AY.4,AY.4,0.81,0.028033327,0.020085929,0.08008331,0.0,1.0
hCoV-19/USA/MN-CDC-IBX413974154471/2021,P.1,B.1.617.1,0.13333334,0.01625,0.019507255,0.080000006,0.74,0.26
hCoV-19/Austria/CeMM4006/2021,B.1.351,B.1.351,1.0,0.0006166661,0.0017022028,0.0066666603,0.0,1.0
hCoV-19/USA/FL-CDC-QDX26117998/2021,P.1,P.1,0.99,0.005049995,0.0063058776,0.023333311,0.0,1.0
hCoV-19/England/ALDP-1F820E6/2021,B.1.617.2,B.1.617.2,0.52666664,0.03435,0.041407995,0.16016668,0.135,0.865
hCoV-19/England/MILK-1C5E2E0/2021,B.1.617.2,B.1.617.2,0.99,0.004299996,0.005358685,0.020083308,0.0,1.0
hCoV-19/USA/FL-CDC-ASC210037856/2021,B.1.427,B.1.427,0.9766667,0.031866692,0.015454727,0.06008333,0.0,1.0
hCoV-19/England/ALDP-20DE8B2/2021,AY.4,AY.4,0.8666667,0.016083324,0.019583656,0.07333338,0.0,1.0
hCoV-19/England/ALDP-1DAF56E/2021,AY.4,AY.4,0.93666667,0.018399991,0.022310307,0.08675003,0.0,1.0
hCoV-19/Luxembourg/LNS2525553/2021,B.1.525,B.1.525,0.8233333,0.038399998,0.04853749,0.18683332,0.0,1.0
hCoV-19/Wales/PHWC-4BB6D1/2021,B.1.1.7,B.1.1.7,0.9866667,0.005049995,0.006402576,0.023333311,0.0,1.0
hCoV-19/England/CAMC-12355E0/2021,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/Germany/BY-RKI-I-358010/2021,BA.1,BA.1,0.84,0.029866647,0.025093576,0.09675002,0.0,1.0
hCoV-19/England/MILK-1D0924D/2021,AY.4,AY.4,0.8,0.024333326,0.02695997,0.10341668,0.0,1.0
hCoV-19/USA/DC-CDC-LC0084611/2021,C.37,C.37,0.39,0.03271666,0.04037931,0.16041669,0.0,1.0
hCoV-19/England/ALDP-1AFB232/2021,AY.4,AY.4,1.0,0.0025499975,0.0031087212,0.00999999,0.0,1.0
hCoV-19/Brazil/MA-FIOCRUZ-11524/2021,P.2,P.2,0.97,0.009516692,0.011159849,0.04333335,0.0,1.0
hCoV-19/Brazil/AP-FIOCRUZ-32275/2021,P.2,P.2,0.97333336,0.027616668,0.032935765,0.10008335,0.0,1.0
hCoV-19/Spain/CL-COV07205/2021,B.1.351,B.1.351,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/BRBR-19741BD/2021,AY.4,AY.4,0.87333333,0.027299998,0.022781186,0.09374994,0.0,1.0
hCoV-19/England/BRBR-2DC459D/2021,BA.1,BA.1,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/USA/CA-CDC-FG-038823/2021,P.1,P.1,0.99,0.011066663,0.008707025,0.03333336,0.0,1.0
hCoV-19/England/ALDP-108FE0C/2021,B.1.1.7,B.1.1.7,1.0,0.000999999,0.001732049,0.0066666603,0.0,1.0
hCoV-19/Mexico/ROO-LANGEBIO_IMSS_1244/2021,P.1,P.1,1.0,0.004016663,0.0034688662,0.013333321,0.0,1.0
hCoV-19/England/ALDP-201D082/2021,B.1.617.2,B.1.617.2,0.79,0.018283341,0.022863358,0.089999974,0.0,1.0
hCoV-19/Singapore/4026/2021,B.1.617.2,B.1.617.2,0.96666664,0.024283314,0.014867544,0.05675,0.0,1.0
hCoV-19/England/MILK-2C441FC/2021,BA.1,BA.1,1.0,0.000666666,0.0014907105,0.0033333302,0.0,1.0
hCoV-19/England/ALDP-125C079/2021,B.1.1.7,B.1.1.7,0.99666667,0.0036333299,0.004412604,0.013333321,0.0,1.0
hCoV-19/SouthAfrica/NICD-N21820/2021,BA.1,BA.1,1.0,0.0010166657,0.0020329899,0.0066666603,0.0,1.0
hCoV-19/England/MILK-12526CC/2021,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/CAMC-14E2322/2021,B.1.617.1,B.1.617.1,0.9766667,0.021133337,0.02796504,0.09333336,0.0,1.0
hCoV-19/Belgium/rega-2334/2021,B.1.1.7,B.1.1.7,0.73333335,0.07168333,0.08878685,0.33349997,0.0,1.0
hCoV-19/England/ALDP-2036CF8/2021,B.1.617.2,B.1.617.2,0.9,0.03538333,0.036864888,0.13349998,0.0,1.0
hCoV-19/India/MP-NCDC-2309215/2021,B.1.617.1,B.1.617.1,0.42666668,0.043050013,0.034615505,0.14341667,0.0,1.0
hCoV-19/England/MILK-11C9BE0/2021,B.1.1.7,B.1.1.7,0.99666667,0.0026999975,0.0037651877,0.013333321,0.0,1.0
hCoV-19/England/PLYM-167B85A/2021,AY.4,AY.4,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/Germany/NW-RKI-I-257904/2021,B.1.617.2,B.1.617.2,0.56666666,0.05028333,0.030064927,0.113333315,0.01,0.99
hCoV-19/Denmark/DCGC-161994/2021,B.1.617.2,B.1.617.2,0.94,0.012649992,0.01574073,0.06341666,0.0,1.0
hCoV-19/USA/TX-CDC-FG-105175/2021,B.1.617.2,B.1.617.2,0.97,0.009966671,0.011061,0.04333335,0.0,1.0
hCoV-19/Denmark/DCGC-146366/2021,B.1.617.2,B.1.617.2,0.92333335,0.025133343,0.021525672,0.07683331,0.0,1.0
hCoV-19/Scotland/QEUH-1F7CB57/2021,AY.4,AY.4,0.92,0.014283339,0.016209735,0.06333333,0.0,1.0
hCoV-19/Denmark/DCGC-160792/2021,AY.4,AY.4,0.88,0.03475,0.046381008,0.18008333,0.0,1.0
hCoV-19/England/ALDP-1FBC344/2021,AY.4,AY.4,0.6166667,0.025449999,0.030281637,0.11041671,0.0,1.0
hCoV-19/England/MILK-1CFA398/2021,AY.4,AY.4,0.7266667,0.04206669,0.027828842,0.11008334,0.0,1.0
hCoV-19/Scotland/QEUH-1EE9BCF/2021,AY.4,AY.4,0.95666665,0.017316658,0.02011571,0.07333332,0.0,1.0
hCoV-19/Israel/CVL-8008/2021,B.1.1.7,B.1.1.7,0.99333334,0.012416662,0.009741652,0.03675002,0.0,1.0
hCoV-19/England/MILK-1649F23/2021,B.1.1.7,B.1.1.7,0.99333334,0.0047999956,0.0059321118,0.023333311,0.0,1.0
hCoV-19/USA/CA-CDC-FG-078394/2021,B.1.621,B.1.621,0.36,0.031199994,0.032896724,0.12349999,0.0,1.0
hCoV-19/England/MILK-1A0F374/2021,AY.4,AY.4,0.94666666,0.017649986,0.014037393,0.053333342,0.0,1.0
hCoV-19/USA/NV-CDC-QDX26257975/2021,P.1,P.1,1.0,0.0023999978,0.0035301838,0.00999999,0.0,1.0
hCoV-19/England/ALDP-115E1A2/2021,B.1.1.7,B.1.1.7,0.99,0.0060999943,0.0070392485,0.023333311,0.0,1.0
hCoV-19/Denmark/DCGC-178279/2021,B.1.617.2,B.1.617.2,0.64,0.053166665,0.065683275,0.2503333,0.0,1.0
hCoV-19/NorthernIreland/OXON-F721CB/2021,B.1.1.7,B.1.1.7,1.0,0.0001333332,0.0006531967,0.0033333302,0.0,1.0
hCoV-19/England/ALDP-1F9635F/2021,B.1.617.2,B.1.617.2,0.88666666,0.01848333,0.022764245,0.08683336,0.0,1.0
hCoV-19/Denmark/DCGC-165186/2021,B.1.617.2,B.1.617.2,0.91,0.01945002,0.022407683,0.08674997,0.0,1.0
hCoV-19/Israel/CVL-5433/2021,B.1.1.7,B.1.1.7,1.0,0.004299996,0.003457517,0.013333321,0.0,1.0
hCoV-19/England/ALDP-12ABF41/2021,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/PLYM-1F849AD/2021,B.1.617.2,B.1.617.2,0.78333336,0.02906665,0.024580114,0.09350002,0.0,1.0
hCoV-19/England/OXON-F6B374/2021,B.1.1.7,B.1.1.7,0.98,0.00628333,0.007234772,0.030000031,0.0,1.0
hCoV-19/England/OXON-F5BC30/2021,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/USA/FL-CDC-STM-000066626/2021,B.1.429,B.1.429,0.24333334,0.033433333,0.040634017,0.15683332,0.09,0.91
hCoV-19/England/ALDP-1687CC8/2021,AY.4,AY.4,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/USA/CA-CZB-31859/2021,B.1.427,B.1.427,0.17,0.037400004,0.028788425,0.11008334,0.445,0.5549999999999999
hCoV-19/England/MILK-16478DF/2021,B.1.617.2,B.1.617.2,0.9633333,0.026916659,0.027720425,0.103333354,0.0,1.0
hCoV-19/Australia/NSW-ICPMR-5916/2021,B.1.617.2,B.1.617.2,0.99333334,0.007849994,0.007359025,0.030000031,0.0,1.0
hCoV-19/Denmark/DCGC-126323/2021,B.1.617.2,B.1.617.2,0.88,0.0148666585,0.018532578,0.07341671,0.0,1.0
hCoV-19/England/ALDP-1664AE5/2021,AY.4,AY.4,1.0,0.00069999933,0.0014753516,0.0033333302,0.0,1.0
hCoV-19/England/PLYM-1A0C80F/2021,AY.4,AY.4,0.99,0.004716662,0.005825966,0.01999998,0.0,1.0
hCoV-19/SouthAfrica/CERI-KRISP-K032254/2021,BA.1,BA.1,0.99333334,0.003916663,0.0049852794,0.01666665,0.0,1.0
hCoV-19/England/QEUH-12FCDFC/2021,B.1.1.7,B.1.1.7,1.0,0.00044999958,0.0011390776,0.0033333302,0.0,1.0
hCoV-19/Denmark/DCGC-146628/2021,B.1.617.2,B.1.617.2,0.93333334,0.014616659,0.015637478,0.06008333,0.0,1.0
hCoV-19/Canada/ON-PHL-21-28605/2021,B.1.621,B.1.621,0.99666667,0.0024499977,0.00329102,0.00999999,0.0,1.0
hCoV-19/USA/NC-CDC-LC0066451/2021,B.1.526,B.1.526,1.0,4.999995e-05,0.00040517445,0.0,0.0,1.0
hCoV-19/Italy/ABR-IZSGC-297939/2021,B.1.617.2,B.1.617.2,0.88,0.024249993,0.02504684,0.09675002,0.0,1.0
hCoV-19/USA/MD-MDH-1436/2021,B.1.525,B.1.525,0.8233333,0.075066656,0.04052023,0.15341663,0.0,1.0
hCoV-19/Chile/RM-0263-04933802/2021,C.37,C.37,0.47333333,0.048099995,0.03360886,0.12666667,0.0,1.0
hCoV-19/Portugal/PT7915/2021,B.1.351,B.1.351,0.7633333,0.029199991,0.029636689,0.11675,0.0,1.0
hCoV-19/England/MILK-D0C2B6/2020,B.1.1.7,B.1.1.7,1.0,0.0026333309,0.0028788475,0.00999999,0.0,1.0
hCoV-19/USA/IN-CDC-STM-000014095/2021,P.2,P.2,0.97,0.015100036,0.01252358,0.05341667,0.0,1.0
hCoV-19/England/ALDP-115E315/2021,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/Germany/NW-RKI-I-266366/2021,AY.4,B.1.617.2,0.5366667,0.035299983,0.030018954,0.11366665,0.0,1.0
hCoV-19/England/OXON-F80F2A/2021,B.1.1.7,B.1.1.7,0.99333334,0.0041333293,0.00383782,0.013333321,0.0,1.0
hCoV-19/England/ALDP-DA545F/2020,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
