taxon,true_label,reference_predicted_label,reference_predicted_probability,mean_absolute_probability_change_reference_class,probability_sd_reference_class,probability_interval_width_reference_class,classification_switching_rate,prediction_agreement_rate
hCoV-19/Scotland/CVR10744/2021,AY.4,B.1.617.2,0.42333335,0.08264999,0.09347575,0.3535,0.0,1.0
hCoV-19/Ireland/C-NVRL-21IRL58497/2021,B.1.617.1,B.1.617.1,0.99666667,0.0025666642,0.0017508712,0.0034166574,0.0,1.0
hCoV-19/England/ALDP-20D9B36/2021,AY.4,AY.4,0.48333332,0.069616675,0.050147556,0.20666665,0.0,1.0
hCoV-19/England/MILK-198E147/2021,AY.4,AY.4,0.5566667,0.0923,0.10997584,0.41708335,0.325,0.675
hCoV-19/SouthAfrica/NICD-N22405/2021,BA.1,BA.1,0.99,0.016700001,0.011326282,0.04333335,0.0,1.0
hCoV-19/Argentina/PAIS-A0405/2020,P.2,B.1.617.1,0.62666667,0.07381667,0.07046507,0.26024997,0.0,1.0
hCoV-19/Denmark/DCGC-126427/2021,B.1.617.2,B.1.617.2,0.87,0.034550004,0.034358047,0.12683332,0.0,1.0
hCoV-19/USA/CA-ALSR-7726/2021,B.1.429,B.1.621,0.3,0.040333334,0.04907906,0.18691665,0.295,0.7050000000000001
hCoV-19/England/MILK-18CBC5D/2021,AY.4,AY.4,1.0,0.0002333331,0.0010279419,0.0033333302,0.0,1.0
hCoV-19/England/MILK-1B00530/2021,AY.4,AY.4,0.77666664,0.03688335,0.031196682,0.12016666,0.0,1.0
hCoV-19/Canada/AB-ABPHL-17863/2021,C.37,C.37,0.83666664,0.056599993,0.07110133,0.26025003,0.0,1.0
hCoV-19/Australia/NSW-ICPMR-6557/2021,B.1.617.2,B.1.617.2,1.0,0.0014499986,0.002417009,0.0066666603,0.0,1.0
hCoV-19/England/NEWC-1ED8AF3/2021,AY.4,AY.4,0.96,0.017416658,0.018372009,0.06341666,0.0,1.0
hCoV-19/USA/OH-ASU16444/2021,B.1.617.2,B.1.617.2,0.7633333,0.045099996,0.05563447,0.21341664,0.0,1.0
hCoV-19/Switzerland/SO-UHB-42735646/2021,B.1.1.7,B.1.525,0.37666667,0.0616,0.06457347,0.23341666,0.28,0.72
hCoV-19/England/PLYM-18D9014/2021,B.1.617.2,B.1.617.2,0.8466667,0.07378334,0.09432798,0.3803333,0.0,1.0
hCoV-19/India/KA-NIMH-SEQ-843/2021,B.1.617.1,B.1.617.1,0.20333333,0.04493333,0.030674834,0.12,0.565,0.43500000000000005
hCoV-19/Scotland/QEUH-129D908/2021,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/Germany/NW-HHU-2606/2021,C.37,C.37,0.98,0.0084666675,0.011282784,0.04666668,0.0,1.0
hCoV-19/England/QEUH-12FD1FF/2021,B.1.1.7,B.1.1.7,0.34333333,0.03483333,0.03756204,0.120333344,0.0,1.0
hCoV-19/USA/OR-OSPHL01191/2021,P.1,P.1,0.99,0.020800002,0.022875978,0.09675002,0.0,1.0
hCoV-19/England/ALDP-1FA0E15/2021,AY.4,AY.4,0.68333334,0.042749997,0.048392836,0.18691665,0.0,1.0
hCoV-19/USA/NJ-CDC-ASC210001763/2021,B.1.526,B.1.351,0.41333333,0.14001666,0.15697049,0.50025004,0.275,0.725
hCoV-19/USA/MA-CDCBI-CRSP_V5VJ7B2P3O4T6NBT/2021,B.1.617.2,B.1.429,0.36666667,0.066800006,0.074029155,0.2835,0.07,0.9299999999999999
hCoV-19/Denmark/DCGC-172094/2021,B.1.617.2,AY.4,0.46333334,0.10431665,0.08008279,0.31683332,0.205,0.795
hCoV-19/England/BRBR-196D69A/2021,AY.4,AY.4,0.60333335,0.041833326,0.04246142,0.16666663,0.0,1.0
hCoV-19/England/ALDP-1D22606/2021,AY.4,AY.4,0.7366667,0.079983324,0.07834154,0.3135,0.0,1.0
hCoV-19/Belgium/Jessa_11-2131-004557ZOL/2021,AY.4,B.1.617.1,0.51,0.064683326,0.04671271,0.17341667,0.0,1.0
hCoV-19/Germany/un-RKI-I-125956/2021,B.1.525,B.1.525,0.74333334,0.0498,0.05482877,0.20699996,0.0,1.0
hCoV-19/India/DL-NCDC-2909216/2021,B.1.617.1,B.1.617.1,0.8933333,0.026116667,0.0340604,0.14691663,0.0,1.0
hCoV-19/Uganda/UG293/2020,A.23.1,A.23.1,0.99333334,0.0509,0.0558842,0.21691668,0.0,1.0
hCoV-19/England/WSFT-25CF749/2021,B.1.1.7,C.37,0.38,0.14053333,0.11447076,0.36358336,0.38,0.62
hCoV-19/England/OXON-F56DC9/2021,B.1.1.7,B.1.1.7,0.97,0.012250025,0.014902272,0.06008333,0.0,1.0
hCoV-19/Italy/EMR-IZSLER-2021-426251-001-01/2021,BA.1,B.1.351,0.17333333,0.03193333,0.037973836,0.14341666,0.4,0.6
hCoV-19/Norway/4503/2021,B.1.1.7,B.1.1.7,0.9033333,0.020566687,0.023523489,0.086916625,0.0,1.0
hCoV-19/USA/WA-Altius-ALTCOV-O3JGPBH7B7SIICQU/2021,B.1.429,B.1.617.2,0.26,0.026216667,0.033206888,0.12683335,0.395,0.605
hCoV-19/Sweden/SE1410717852/2021,B.1.351,B.1.351,0.38333333,0.065633334,0.07157619,0.2834167,0.0,1.0
hCoV-19/Spain/NC-CHN-01003781/2021,B.1.351,B.1.351,0.95666665,0.017383339,0.022783473,0.09341669,0.0,1.0
hCoV-19/USA/OR-OSPHL02680/2021,B.1.617.2,B.1.617.2,0.19,0.027316665,0.03324067,0.12674998,0.38,0.62
hCoV-19/USA/TX-HMH-MCoV-31322/2021,B.1.1.7,B.1.1.7,0.64666665,0.0484,0.0598563,0.24033332,0.0,1.0
hCoV-19/England/MILK-1D0DBF3/2021,AY.4,AY.4,0.59,0.07221669,0.05458469,0.20041662,0.0,1.0
hCoV-19/Germany/HE-RKI-I-267146/2021,B.1.617.2,B.1.617.2,0.29,0.043950006,0.040389188,0.14683333,0.42,0.5800000000000001
hCoV-19/England/QEUH-135FA95/2021,B.1.1.7,B.1.1.7,0.99666667,0.0025999974,0.0018257401,0.0066666603,0.0,1.0
hCoV-19/Italy/CAM-AMC-21022157-DS/2021,B.1.1.7,B.1.1.7,0.95,0.017450009,0.013883162,0.05675,0.0,1.0
hCoV-19/Wales/PHWC-PYWB3J/2021,AY.4,AY.4,0.53,0.069550015,0.08606548,0.33441663,0.015,0.985
hCoV-19/Netherlands/OV-RIVM-46365/2021,AY.4,AY.4,0.8333333,0.023300003,0.028534893,0.110000014,0.0,1.0
hCoV-19/England/ALDP-166FC8A/2021,AY.4,AY.4.2,0.35333332,0.16691665,0.14029151,0.47666666,0.725,0.275
hCoV-19/Spain/NC-CHN-01003900/2021,B.1.351,B.1.617.2,0.26666668,0.029450001,0.034711186,0.12691666,0.015,0.985
hCoV-19/USA/MN-CDC-IBX474611689313/2021,B.1.526,B.1.526,0.21333334,0.044899996,0.05563109,0.2135,0.2,0.8
hCoV-19/England/ALDP-1F1B0F1/2021,AY.4,AY.4,0.6066667,0.081433326,0.05298767,0.20700002,0.0,1.0
hCoV-19/England/MILK-2040860/2021,B.1.617.2,B.1.617.2,0.49333334,0.044166666,0.05050285,0.18349999,0.32,0.6799999999999999
hCoV-19/England/MILK-C6CD1E/2020,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/MILK-18B10A9/2021,B.1.617.2,AY.4,0.55,0.042183343,0.04406384,0.16708335,0.06,0.94
hCoV-19/Brazil/CE-FIOCRUZ-727686-5A2-1/2021,P.2,P.2,0.9266667,0.043483343,0.03896166,0.14016664,0.0,1.0
hCoV-19/USA/TN-CDC-QDX22905095/2021,P.2,P.2,0.99666667,0.00756666,0.006884035,0.026666641,0.0,1.0
hCoV-19/England/CAMC-FB1685/2021,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/MILK-2D95322/2021,BA.1,BA.1,0.99666667,0.0035999967,0.0053186207,0.01666665,0.0,1.0
hCoV-19/England/MILK-130857C/2021,B.1.1.7,B.1.1.7,0.99666667,0.0028499973,0.0032734168,0.00999999,0.0,1.0
hCoV-19/CostaRica/INC-0820/2021,C.37,P.1,0.24,0.03553333,0.039358903,0.15341665,0.695,0.30500000000000005
hCoV-19/Denmark/DCGC-131129/2021,B.1.617.2,B.1.617.2,0.9033333,0.027600016,0.034448337,0.14341664,0.0,1.0
hCoV-19/USA/NC-CDC-2-3973393/2021,B.1.351,B.1.351,0.81666666,0.18134998,0.21409,0.6433333,0.005,0.995
hCoV-19/Norway/5011/2021,B.1.1.7,B.1.1.7,0.33,0.041800003,0.052002136,0.18708336,0.025,0.975
hCoV-19/Brazil/RJ-FIOCRUZ-28213/2021,P.1,P.1,0.99,0.014599999,0.011622591,0.04341668,0.0,1.0
hCoV-19/USA/CA-CDPH-3000044146/2021,B.1.429,B.1.429,0.61333334,0.05008333,0.061997652,0.24691662,0.0,1.0
hCoV-19/England/MILK-1674FF2/2021,B.1.617.2,AY.4,0.73333335,0.03639999,0.039994776,0.14674997,0.0,1.0
hCoV-19/England/OXON-F442A1/2020,B.1.1.7,B.1.1.7,1.0,3.33333e-05,0.0003316622,0.0,0.0,1.0
hCoV-19/USA/TX-CDC-QDX25806185/2021,P.1,P.1,0.9633333,0.020083332,0.025415387,0.10008335,0.0,1.0
hCoV-19/Israel/CVL-5446/2021,B.1.1.7,B.1.1.7,0.32,0.04766667,0.057548665,0.22358334,0.005,0.995
hCoV-19/Belgium/AZDelta-11967-2130R/2021,B.1.617.2,B.1.1.7,0.5733333,0.032249995,0.03900242,0.15666664,0.0,1.0
hCoV-19/Chile/VS-109447/2021,P.1,P.1,0.93333334,0.02868333,0.0348388,0.14366668,0.0,1.0
hCoV-19/Spain/CM-IBV-97030929/2021,P.1,P.1,0.86,0.02733333,0.034213692,0.13666666,0.0,1.0
hCoV-19/Denmark/DCGC-137431/2021,B.1.617.2,B.1.617.2,0.8566667,0.030516667,0.0371356,0.14333338,0.0,1.0
hCoV-19/Scotland/QEUH-1C56181/2021,AY.4,AY.4,0.43333334,0.037599996,0.045952864,0.1768333,0.005,0.995
hCoV-19/USA/KS-KHEL-4385/2021,B.1.617.2,B.1.617.2,0.6,0.108833335,0.13075241,0.47716665,0.12,0.88
hCoV-19/England/MILK-1D06082/2021,AY.4,AY.4,0.7966667,0.042616654,0.041725,0.16016662,0.0,1.0
hCoV-19/Scotland/QEUH-10669A0/2021,B.1.1.7,B.1.1.7,1.0,0.00024999975,0.0008779703,0.0033333302,0.0,1.0
hCoV-19/Scotland/QEUH-2D77195/2021,BA.1,BA.1,0.99333334,0.0048666624,0.0063999947,0.023333311,0.0,1.0
hCoV-19/England/QEUH-1E7090F/2021,AY.4,AY.4,0.87666667,0.03901666,0.032214038,0.1201666,0.0,1.0
hCoV-19/Brazil/RJ-LNN02917/2021,P.1,P.1,0.86333334,0.047283344,0.039307814,0.15674996,0.0,1.0
hCoV-19/USA/AK-PHL9855/2021,P.1,P.1,0.94666666,0.031749986,0.02609052,0.09674996,0.0,1.0
hCoV-19/England/QEUH-18D19F3/2021,AY.4,AY.4,0.81666666,0.0652,0.061277684,0.23683327,0.0,1.0
hCoV-19/Peru/SAM-INS-1307/2021,C.37,C.37,0.99666667,0.0025166643,0.0031265412,0.00999999,0.0,1.0
hCoV-19/USA/NV-CDC-STM-000059185/2021,B.1.427,B.1.427,0.77666664,0.09279998,0.093201645,0.37724996,0.005,0.995
hCoV-19/Germany/un-RKI-I-147222/2021,B.1.351,B.1.351,0.28333333,0.040116664,0.049782235,0.20008332,0.115,0.885
hCoV-19/Wales/PHWC-4D60F0/2021,B.1.1.7,B.1.1.7,0.8066667,0.03298333,0.042037256,0.1534167,0.0,1.0
hCoV-19/Switzerland/VD-CHUV-GEN5494/2021,B.1.351,B.1.351,0.17,0.05288333,0.057714794,0.22683331,0.335,0.665
hCoV-19/USA/AZ-CDC-STM-000026009/2021,B.1.429,B.1.429,0.8066667,0.0612,0.0669726,0.2733333,0.0,1.0
hCoV-19/USA/CA-CDC-FG-037565/2021,P.1,P.1,0.96,0.016599994,0.018877704,0.07008332,0.0,1.0
hCoV-19/USA/CA-CDC-LC0085577/2021,B.1.617.2,B.1.617.2,0.6,0.0671,0.08490538,0.33366665,0.0,1.0
hCoV-19/England/ALDP-CBF541/2020,B.1.1.7,B.1.1.7,1.0,0.0007499993,0.0015789398,0.0033333302,0.0,1.0
hCoV-19/Netherlands/UT-RIVM-46100/2021,AY.4,AY.4,0.9533333,0.029333336,0.038750987,0.14699996,0.0,1.0
hCoV-19/England/CAMB-AB5871/2021,B.1.617.2,AY.4,0.29,0.030733332,0.04009199,0.16025,0.025,0.975
hCoV-19/USA/NJ-CDC-ASC210009416/2021,P.2,B.1.351,0.28,0.039116666,0.04524071,0.16699998,0.015,0.985
hCoV-19/SouthAfrica/CERI-KRISP-K032221/2021,BA.1,BA.1,0.22666667,0.063366674,0.06002699,0.22025001,0.32,0.6799999999999999
hCoV-19/USA/IN-INSPHL-02958/2021,B.1.621,B.1.621,0.9866667,0.0076666623,0.009777013,0.03675002,0.0,1.0
hCoV-19/Australia/NSW-ICPMR-7960/2021,B.1.617.2,B.1.617.2,1.0,0.00073333265,0.0017688649,0.0066666603,0.0,1.0
hCoV-19/USA/IL-CDC-ASC210130380/2021,B.1.617.2,B.1.621,0.42,0.05125001,0.05396624,0.20675,0.005,0.995
hCoV-19/France/IDF-HMN-21052120290/2021,B.1.351,B.1.351,0.92333335,0.02878334,0.029220387,0.110000014,0.0,1.0
hCoV-19/England/ALDP-1E4063E/2021,AY.4,AY.4,0.7033333,0.07201667,0.08674059,0.31333333,0.0,1.0
hCoV-19/Scotland/QEUH-1F88E5F/2021,AY.4,B.1.617.2,0.47,0.039716665,0.05013925,0.18366665,0.38,0.62
hCoV-19/USA/NC-CDC-LC0079367/2021,B.1.526,B.1.526,0.74333334,0.06523333,0.08076259,0.3170833,0.0,1.0
hCoV-19/SouthKorea/KDCA5437/2021,B.1.429,B.1.429,0.48333332,0.041983336,0.05337009,0.21674997,0.0,1.0
hCoV-19/England/MILK-C63807/2020,B.1.1.7,B.1.1.7,1.0,3.33333e-05,0.00033166222,0.0,0.0,1.0
hCoV-19/Denmark/DCGC-137405/2021,B.1.617.2,B.1.617.2,0.88,0.029983327,0.030788522,0.12024999,0.0,1.0
hCoV-19/England/ALDP-1D1CC3A/2021,B.1.617.2,AY.4,0.51666665,0.05563333,0.06936713,0.27024996,0.39,0.61
hCoV-19/Denmark/DCGC-138533/2021,B.1.617.2,B.1.617.2,0.44,0.038399998,0.048419684,0.187,0.0,1.0
hCoV-19/USA/MA-CDCBI-CRSP_PCZRIAFFOPCUTXAS/2021,B.1.617.2,B.1.617.2,0.43333334,0.051149998,0.057923775,0.21024999,0.135,0.865
hCoV-19/Brazil/MS-3359/2021,P.2,P.2,0.8466667,0.049333353,0.04593275,0.18349999,0.0,1.0
hCoV-19/England/ALDP-1EF9C7E/2021,AY.4,AY.4,0.71,0.08958333,0.10924987,0.40758333,0.005,0.995
hCoV-19/England/LOND-13280A2/2020,B.1.1.7,B.1.617.2,0.11333334,0.030949999,0.038636394,0.13683334,0.595,0.405
hCoV-19/England/MILK-15589AC/2021,B.1.617.1,B.1.617.1,0.6566667,0.05589998,0.054483343,0.2034167,0.0,1.0
hCoV-19/USA/GA-CDC-4232803-001/2021,B.1.621,B.1.621,0.51666665,0.052649997,0.06429705,0.26341668,0.0,1.0
hCoV-19/England/ALDP-2041E5E/2021,B.1.617.2,B.1.617.2,0.64,0.11141667,0.13941565,0.53024995,0.135,0.865
hCoV-19/USA/WA-UW-2021041732986/2021,B.1.429,B.1.429,0.71,0.078166656,0.081141874,0.30016664,0.0,1.0
hCoV-19/England/MILK-1C4A496/2021,AY.4,AY.4,0.76666665,0.04871668,0.03355251,0.12341666,0.0,1.0
hCoV-19/India/KA-SEQ_524_S133_R1_001/2021,B.1.617.1,B.1.617.1,0.49,0.09395,0.09659706,0.3536666,0.01,0.99
hCoV-19/England/QEUH-1BCBE63/2021,AY.4,AY.4,0.9433333,0.016683325,0.020537974,0.07675004,0.0,1.0
hCoV-19/Sweden/36874571XXP/2021,B.1.351,B.1.351,0.77666664,0.057999983,0.05817995,0.26341665,0.0,1.0
hCoV-19/England/MILK-1D09483/2021,AY.4.2,AY.4.2,0.69,0.23136665,0.1840742,0.65033334,0.465,0.5349999999999999
hCoV-19/England/ALDP-20D9A0C/2021,AY.4,AY.4,0.64666665,0.037233338,0.04369769,0.15691668,0.0,1.0
hCoV-19/USA/LA-CDC-2-4513251/2021,B.1.526,B.1.526,0.61333334,0.05015,0.065173596,0.24708337,0.0,1.0
hCoV-19/England/PHESW-YYBNINN/2021,B.1.1.7,B.1.617.1,0.26,0.026583336,0.033376433,0.13349998,0.01,0.99
hCoV-19/Australia/NSW-ICPMR-1042/2021,B.1.617.2,B.1.617.2,0.5133333,0.0639,0.07876795,0.3068333,0.0,1.0
hCoV-19/England/MILK-2D33511/2021,BA.1,BA.1,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/ALDP-1FCA176/2021,AY.4,AY.4,0.73333335,0.03948332,0.036791444,0.14341664,0.0,1.0
hCoV-19/SouthAfrica/KRISP-K006802/2020,B.1.351,B.1.351,0.94,0.029649992,0.031217868,0.109999955,0.0,1.0
hCoV-19/Canada/BC-BCCDC-27079/2021,P.2,P.2,1.0,0.00044999958,0.001440581,0.0034166574,0.0,1.0
hCoV-19/Spain/IB-HUSE-03165/2021,BA.1,BA.1,0.9433333,0.049583327,0.035883453,0.13049996,0.0,1.0
hCoV-19/USA/CA-SEARCH-15128/2021,B.1.429,B.1.429,0.71666664,0.05371667,0.06340248,0.23358327,0.0,1.0
hCoV-19/Colombia/CO-UV-26740/2021,B.1.621,B.1.621,0.99333334,0.0036499966,0.0040400387,0.013333321,0.0,1.0
hCoV-19/USA/MA-CDCBI-CRSP_3VRKTEPO2SWXRBK2/2021,B.1.617.2,B.1.617.2,0.89,0.026933331,0.033477608,0.13341665,0.0,1.0
hCoV-19/Scotland/QEUH-1F8997B/2021,AY.4,AY.4,0.8433333,0.08040001,0.097167805,0.35358334,0.0,1.0
hCoV-19/England/MILK-2C99055/2021,BA.1,BA.1,0.99666667,0.005049995,0.0070480634,0.026749969,0.0,1.0
hCoV-19/Ecuador/NIC-INSPI-328659/2021,P.1,P.1,0.95666665,0.021333322,0.022844981,0.09000003,0.0,1.0
hCoV-19/USA/MN-CDC-STM-000001659/2021,P.2,P.2,0.39,0.051549986,0.053466495,0.21341665,0.565,0.43500000000000005
hCoV-19/England/ALDP-12BAC0C/2021,B.1.1.7,B.1.1.7,1.0,0.0032833302,0.0035508573,0.013333321,0.0,1.0
hCoV-19/England/QEUH-135F084/2021,B.1.1.7,B.1.1.7,1.0,0.00021666646,0.00088678487,0.0033333302,0.0,1.0
hCoV-19/Denmark/DCGC-128146/2021,B.1.617.2,B.1.617.2,0.33333334,0.0424,0.05049113,0.19691665,0.01,0.99
hCoV-19/USA/FL-BPHL-5204/2021,P.1,BA.1,0.2,0.05753333,0.05653132,0.21683331,0.215,0.785
hCoV-19/England/QEUH-CAA558/2020,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/USA/WI-WSLH-215655/2021,P.1,P.1,0.82,0.03393333,0.038946845,0.1500833,0.0,1.0
hCoV-19/USA/TX-CDC-QDX25952561/2021,P.1,P.1,0.9033333,0.034600005,0.044288084,0.17008328,0.0,1.0
hCoV-19/England/ALDP-136D92E/2021,B.1.1.7,B.1.1.7,0.99666667,0.009816659,0.009161737,0.029999971,0.0,1.0
hCoV-19/USA/CA-CDC-QDX25025172/2021,B.1.429,B.1.617.1,0.18333334,0.034483332,0.031298913,0.116749994,0.85,0.15000000000000002
hCoV-19/India/KA-NIMH-SEQ-1021/2021,B.1.617.1,B.1.617.1,0.19333333,0.04996667,0.05988697,0.21358334,0.3,0.7
hCoV-19/USA/CA-TCPHL-031521-20/2021,B.1.429,B.1.429,0.79,0.07723335,0.07463727,0.29683328,0.0,1.0
hCoV-19/USA/CA-Curative-816511376908/2021,B.1.621,B.1.525,0.26,0.055233337,0.06631286,0.2635,0.39,0.61
hCoV-19/England/ALDP-167DC6B/2021,AY.4,AY.4,0.87,0.021399993,0.02721756,0.103583336,0.0,1.0
hCoV-19/USA/WA-UW-61887/2021,B.1.427,B.1.429,0.78333336,0.08468336,0.06865007,0.26341665,0.0,1.0
hCoV-19/Denmark/DCGC-165074/2021,B.1.617.2,B.1.617.2,0.9433333,0.016516658,0.018210484,0.07333332,0.0,1.0
hCoV-19/Germany/NW-RKI-I-060551/2021,B.1.525,B.1.617.1,0.26333332,0.08598332,0.09076862,0.29016665,0.455,0.5449999999999999
hCoV-19/England/MILK-1A12271/2021,AY.4,AY.4,0.98333335,0.008783334,0.011035793,0.04008335,0.0,1.0
hCoV-19/USA/CO-CDC-STM-000062479/2021,B.1.429,B.1.429,0.98,0.024983354,0.021921523,0.08700001,0.0,1.0
hCoV-19/Scotland/QEUH-1D06B36/2021,AY.4,AY.4,0.51,0.09618334,0.09261916,0.3535833,0.055,0.945
hCoV-19/USA/IL-CDC-QDX27212293/2021,B.1.621,B.1.621,0.9,0.026433343,0.030123156,0.11016661,0.0,1.0
hCoV-19/USA/IL-S21WGS4735/2021,B.1.617.2,B.1.617.2,0.5933333,0.045066692,0.045809403,0.1736666,0.0,1.0
hCoV-19/Germany/HH-RKI-I-032917/2021,B.1.1.7,B.1.1.7,0.60333335,0.03843333,0.04569469,0.18358332,0.0,1.0
hCoV-19/Denmark/DCGC-160893/2021,AY.4,AY.4,0.87,0.032683328,0.038175903,0.15666664,0.0,1.0
hCoV-19/England/ALDP-1EF25A7/2021,AY.4,AY.4,0.6066667,0.03551667,0.044180814,0.17000002,0.0,1.0
hCoV-19/SouthAfrica/NHLS-UCT-GS-B918/2021,B.1.351,B.1.351,0.6766667,0.049766663,0.06354232,0.26341665,0.0,1.0
hCoV-19/Denmark/DCGC-123076/2021,B.1.351,B.1.351,0.9633333,0.018033328,0.019717194,0.07366663,0.0,1.0
hCoV-19/Brazil/GO-LABSAUDE-122/2021,P.2,P.2,0.21,0.048266668,0.055931892,0.22675002,0.495,0.505
hCoV-19/USA/WA-UW-2021040107121/2021,B.1.617.1,B.1.617.1,0.6766667,0.13628334,0.13443358,0.49049994,0.235,0.765
hCoV-19/USA/IL-CDC-ASC210072791/2021,B.1.427,B.1.427,0.4,0.048183333,0.056706257,0.20024997,0.01,0.99
hCoV-19/England/LOND-1289107/2020,B.1.1.7,B.1.617.1,0.38333333,0.0479,0.05957508,0.23425004,0.015,0.985
hCoV-19/Ecuador/USFQ-1827/2021,B.1.621,A.23.1,0.39333335,0.09451668,0.065275855,0.25,0.17,0.83
hCoV-19/England/ALDP-1674BD0/2021,B.1.617.2,AY.4,0.3,0.05865,0.06500974,0.25349998,0.045,0.955
hCoV-19/Denmark/DCGC-147844/2021,B.1.617.2,B.1.617.2,0.62666667,0.046133336,0.05124667,0.20999998,0.0,1.0
hCoV-19/England/ALDP-1957244/2021,AY.4,AY.4,0.89,0.027050003,0.033185165,0.12666667,0.0,1.0
hCoV-19/England/MILK-12A5CB9/2021,B.1.1.7,AY.4,0.33666667,0.03321667,0.03927835,0.15349999,0.605,0.395
hCoV-19/Chile/LI-115258/2021,P.1,P.1,0.94,0.020433325,0.025661793,0.09675002,0.0,1.0
hCoV-19/USA/AZ-ASU2705/2021,P.2,P.2,0.7866667,0.07130002,0.047481645,0.17358333,0.0,1.0
hCoV-19/USA/NC-CDC-LC0025427/2021,B.1.429,B.1.429,0.66333336,0.06833334,0.07082136,0.2735,0.0,1.0
hCoV-19/USA/CT-Yale-4812/2021,B.1.526,B.1.526,0.8466667,0.12423334,0.15461218,0.567,0.005,0.995
hCoV-19/USA/FL-CDC-LC0094330/2021,B.1.526,B.1.526,0.33333334,0.060699996,0.073584996,0.28683335,0.11,0.89
hCoV-19/England/NEWC-1D0AD4B/2021,AY.4,AY.4,0.74,0.046200007,0.046673384,0.18,0.0,1.0
hCoV-19/England/QEUH-129FB00/2021,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/USA/WA-UW-61899/2021,B.1.427,B.1.526,0.26,0.04336666,0.038763657,0.15349999,0.115,0.885
hCoV-19/USA/IL-RIPHL_10111_G/2021,B.1.526,B.1.526,0.70666665,0.08063331,0.071896836,0.26691663,0.0,1.0
hCoV-19/Scotland/QEUH-2D76C59/2021,BA.1,BA.1,0.71,0.05501668,0.05206666,0.20675004,0.0,1.0
hCoV-19/India/KA-NIMH-SEQ-328/2021,B.1.617.1,B.1.617.1,0.57666665,0.07119999,0.06614273,0.24741665,0.0,1.0
hCoV-19/Scotland/QEUH-2DADCB3/2021,BA.1,BA.1,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/Turkey/HSGM-D4308/2021,B.1.617.2,B.1.617.2,0.96,0.017616695,0.011471604,0.04666668,0.0,1.0
hCoV-19/Denmark/DCGC-182693/2021,AY.4,AY.4,0.41,0.06603333,0.07511191,0.27349997,0.355,0.645
hCoV-19/Denmark/DCGC-138649/2021,B.1.617.2,B.1.617.2,0.91333336,0.03643335,0.030202558,0.11016667,0.0,1.0
hCoV-19/Spain/MD-HGUGM-697681/2021,B.1.1.7,C.37,0.4,0.0468,0.057744686,0.23033333,0.155,0.845
hCoV-19/Japan/IC-0737/2021,B.1.1.7,B.1.429,0.24,0.048633326,0.04912225,0.17691666,0.55,0.44999999999999996
hCoV-19/Belgium/UGent-3523/2021,B.1.1.7,B.1.1.7,0.98,0.008233335,0.010868103,0.04008335,0.0,1.0
hCoV-19/France/PDL-CHUN-0078/2021,B.1.525,B.1.525,0.77666664,0.045849986,0.04755032,0.18008333,0.0,1.0
hCoV-19/USA/OR-CDC-ASC210072847/2021,B.1.429,B.1.617.1,0.28,0.082666665,0.08200441,0.30366668,0.265,0.735
hCoV-19/England/LOND-12F3E5C/2020,B.1.1.7,B.1.351,0.16666667,0.046466663,0.053686496,0.18341665,0.485,0.515
hCoV-19/England/PLYM-18D8868/2021,B.1.617.2,B.1.617.2,0.96666664,0.021900006,0.028934794,0.10675001,0.0,1.0
hCoV-19/USA/CA-CDC-FG-035170/2021,B.1.526,B.1.617.1,0.17333333,0.041616667,0.034996726,0.1335,0.135,0.865
hCoV-19/USA/NE-NPHL-42616/2021,BA.1,BA.1,0.8333333,0.09596667,0.11183222,0.42374998,0.0,1.0
hCoV-19/Finland/THL-202109524/2021,B.1.1.7,B.1.1.7,0.54333335,0.042283334,0.053967685,0.20708331,0.0,1.0
hCoV-19/Germany/RP-RKI-I-051014/2021,B.1.525,B.1.525,0.93,0.02691666,0.034808487,0.13008338,0.0,1.0
hCoV-19/Chile/RM-117059/2021,P.1,P.1,0.93666667,0.04305,0.047986545,0.19349998,0.0,1.0
hCoV-19/Germany/BY-RKI-I-220679/2021,B.1.617.2,B.1.617.2,0.27666667,0.030516667,0.039493848,0.15374997,0.02,0.98
hCoV-19/England/MILK-165AD16/2021,B.1.1.7,B.1.1.7,0.77666664,0.035766684,0.038393795,0.15366668,0.0,1.0
hCoV-19/England/MILK-197F334/2021,B.1.617.2,B.1.617.2,0.53,0.055166677,0.06565482,0.25033337,0.12,0.88
hCoV-19/SouthAfrica/NICD-N6936/2021,B.1.351,B.1.525,0.42,0.0616,0.06994928,0.27016664,0.095,0.905
hCoV-19/England/CAMC-106F558/2021,B.1.1.7,B.1.1.7,1.0,0.00014999986,0.0006910131,0.0033333302,0.0,1.0
hCoV-19/England/QEUH-1673C65/2021,AY.4,AY.4,0.62333333,0.080183335,0.09861031,0.37041667,0.015,0.985
